Temps,A,B,AB,ABA,ABAB
46.5,0.45349,0.471368,0.0479832,0.0178781,0.00528914
46.6,0.453568,0.471342,0.0477134,0.0177741,0.00525156
46.7,0.453646,0.471316,0.0474455,0.0176708,0.00521433
46.8,0.453724,0.471292,0.0471793,0.0175683,0.00517746
46.9,0.453803,0.47127,0.0469149,0.0174666,0.00514094
47,0.453883,0.471249,0.0466523,0.0173656,0.00510476
47.1,0.453964,0.471229,0.0463914,0.0172654,0.00506893
47.2,0.454045,0.471211,0.0461322,0.0171658,0.00503343
47.3,0.454127,0.471194,0.0458748,0.017067,0.00499827
47.4,0.454209,0.471178,0.045619,0.016969,0.00496343
47.5,0.454292,0.471164,0.045365,0.0168716,0.00492893
47.6,0.454376,0.471151,0.0451126,0.0167749,0.00489474
47.7,0.45446,0.471139,0.0448619,0.016679,0.00486087
47.8,0.454545,0.471129,0.0446129,0.0165837,0.00482731
47.9,0.45463,0.47112,0.0443655,0.0164891,0.00479407
48,0.454716,0.471112,0.0441197,0.0163952,0.00476113
48.1,0.454803,0.471105,0.0438756,0.016302,0.0047285
48.2,0.45489,0.471099,0.043633,0.0162094,0.00469616
48.3,0.454977,0.471095,0.0433921,0.0161175,0.00466413
48.4,0.455065,0.471091,0.0431527,0.0160263,0.00463238
48.5,0.455154,0.471089,0.0429149,0.0159357,0.00460093
48.6,0.455243,0.471088,0.0426787,0.0158458,0.00456976
48.7,0.455332,0.471089,0.042444,0.0157565,0.00453887
48.8,0.455422,0.47109,0.0422108,0.0156678,0.00450827
48.9,0.455513,0.471092,0.0419792,0.0155798,0.00447794
49,0.455603,0.471096,0.0417491,0.0154924,0.00444788
49.1,0.455695,0.4711,0.0415204,0.0154056,0.0044181
49.2,0.455786,0.471106,0.0412933,0.0153194,0.00438858
49.3,0.455879,0.471112,0.0410676,0.0152338,0.00435933
49.4,0.455971,0.47112,0.0408434,0.0151488,0.00433034
49.5,0.456064,0.471129,0.0406207,0.0150644,0.0043016
49.6,0.456158,0.471138,0.0403994,0.0149806,0.00427313
49.7,0.456252,0.471149,0.0401795,0.0148974,0.0042449
49.8,0.456346,0.471161,0.0399611,0.0148148,0.00421693
49.9,0.45644,0.471173,0.0397441,0.0147327,0.0041892
50,0.456535,0.471187,0.0395284,0.0146512,0.00416171
50.1,0.456631,0.471201,0.0393142,0.0145703,0.00413447
50.2,0.456726,0.471216,0.0391013,0.01449,0.00410747
50.3,0.456822,0.471233,0.0388899,0.0144102,0.0040807
50.4,0.456919,0.47125,0.0386797,0.0143309,0.00405417
50.5,0.457016,0.471268,0.038471,0.0142522,0.00402786
50.6,0.457113,0.471287,0.0382635,0.014174,0.00400179
50.7,0.45721,0.471306,0.0380574,0.0140964,0.00397594
50.8,0.457308,0.471327,0.0378526,0.0140193,0.00395031
50.9,0.457406,0.471348,0.0376492,0.0139428,0.00392491
51,0.457504,0.471371,0.037447,0.0138667,0.00389972
51.1,0.457602,0.471394,0.0372461,0.0137912,0.00387475
51.2,0.457701,0.471417,0.0370465,0.0137162,0.00384999
51.3,0.4578,0.471442,0.0368482,0.0136417,0.00382545
51.4,0.4579,0.471467,0.0366511,0.0135677,0.00380111
51.5,0.457999,0.471494,0.0364553,0.0134942,0.00377698
51.6,0.458099,0.47152,0.0362607,0.0134212,0.00375306
51.7,0.458199,0.471548,0.0360674,0.0133486,0.00372934
51.8,0.4583,0.471576,0.0358753,0.0132766,0.00370581
51.9,0.4584,0.471606,0.0356844,0.0132051,0.00368249
52,0.458501,0.471635,0.0354947,0.013134,0.00365936
52.1,0.458602,0.471666,0.0353062,0.0130635,0.00363643
52.2,0.458704,0.471697,0.0351189,0.0129933,0.00361368
52.3,0.458805,0.471729,0.0349328,0.0129237,0.00359113
52.4,0.458907,0.471761,0.0347479,0.0128545,0.00356877
52.5,0.459009,0.471795,0.0345641,0.0127858,0.00354659
52.6,0.459111,0.471828,0.0343815,0.0127176,0.00352459
52.7,0.459213,0.471863,0.0342,0.0126498,0.00350278
52.8,0.459315,0.471898,0.0340197,0.0125824,0.00348114
52.9,0.459418,0.471934,0.0338405,0.0125155,0.00345968
53,0.459521,0.47197,0.0336624,0.012449,0.0034384
53.1,0.459624,0.472007,0.0334854,0.012383,0.0034173
53.2,0.459727,0.472044,0.0333095,0.0123174,0.00339636
53.3,0.45983,0.472082,0.0331348,0.0122522,0.0033756
53.4,0.459933,0.472121,0.0329611,0.0121875,0.003355
53.5,0.460037,0.47216,0.0327885,0.0121232,0.00333457
53.6,0.46014,0.4722,0.0326169,0.0120593,0.00331431
53.7,0.460244,0.47224,0.0324465,0.0119958,0.00329421
53.8,0.460348,0.472281,0.0322771,0.0119327,0.00327427
53.9,0.460452,0.472322,0.0321087,0.0118701,0.0032545
54,0.460556,0.472364,0.0319414,0.0118078,0.00323488
54.1,0.46066,0.472406,0.0317751,0.011746,0.00321541
54.2,0.460765,0.472449,0.0316099,0.0116845,0.00319611
54.3,0.460869,0.472492,0.0314457,0.0116235,0.00317695
54.4,0.460973,0.472536,0.0312825,0.0115628,0.00315795
54.5,0.461078,0.472581,0.0311203,0.0115025,0.0031391
54.6,0.461183,0.472625,0.030959,0.0114427,0.0031204
54.7,0.461287,0.47267,0.0307988,0.0113832,0.00310184
54.8,0.461392,0.472716,0.0306396,0.0113241,0.00308344
54.9,0.461497,0.472762,0.0304813,0.0112653,0.00306517
55,0.461602,0.472809,0.030324,0.011207,0.00304705
55.1,0.461707,0.472856,0.0301677,0.011149,0.00302907
55.2,0.461812,0.472903,0.0300123,0.0110914,0.00301123
55.3,0.461917,0.472951,0.0298579,0.0110341,0.00299353
55.4,0.462022,0.472999,0.0297044,0.0109772,0.00297596
55.5,0.462127,0.473048,0.0295519,0.0109207,0.00295854
55.6,0.462232,0.473097,0.0294003,0.0108645,0.00294124
55.7,0.462337,0.473146,0.0292496,0.0108087,0.00292408
55.8,0.462442,0.473196,0.0290998,0.0107532,0.00290705
55.9,0.462548,0.473246,0.0289509,0.0106981,0.00289016
56,0.462653,0.473296,0.028803,0.0106433,0.00287339
56.1,0.462758,0.473347,0.0286559,0.0105889,0.00285675
56.2,0.462863,0.473398,0.0285097,0.0105348,0.00284023
56.3,0.462969,0.47345,0.0283644,0.0104811,0.00282384
56.4,0.463074,0.473502,0.02822,0.0104277,0.00280758
56.5,0.463179,0.473554,0.0280765,0.0103746,0.00279144
56.6,0.463284,0.473606,0.0279338,0.0103219,0.00277542
56.7,0.463389,0.473659,0.0277919,0.0102694,0.00275952
56.8,0.463495,0.473712,0.027651,0.0102173,0.00274374
56.9,0.4636,0.473765,0.0275108,0.0101656,0.00272808
57,0.463705,0.473819,0.0273715,0.0101141,0.00271253
57.1,0.46381,0.473873,0.0272331,0.010063,0.00269711
57.2,0.463915,0.473927,0.0270955,0.0100122,0.00268179
57.3,0.46402,0.473982,0.0269587,0.00996165,0.00266659
57.4,0.464125,0.474037,0.0268227,0.00991146,0.00265151
57.5,0.46423,0.474092,0.0266875,0.00986157,0.00263653
57.6,0.464335,0.474147,0.0265531,0.00981199,0.00262167
57.7,0.46444,0.474203,0.0264196,0.00976271,0.00260691
57.8,0.464545,0.474259,0.0262868,0.00971373,0.00259226
57.9,0.46465,0.474315,0.0261548,0.00966506,0.00257772
58,0.464754,0.474371,0.0260236,0.00961667,0.00256329
58.1,0.464859,0.474427,0.0258932,0.00956859,0.00254896
58.2,0.464963,0.474484,0.0257635,0.00952079,0.00253474
58.3,0.465068,0.474541,0.0256346,0.00947328,0.00252062
58.4,0.465172,0.474598,0.0255065,0.00942607,0.0025066
58.5,0.465277,0.474656,0.0253791,0.00937913,0.00249268
58.6,0.465381,0.474713,0.0252525,0.00933248,0.00247886
58.7,0.465485,0.474771,0.0251266,0.00928612,0.00246515
58.8,0.465589,0.474829,0.0250015,0.00924003,0.00245153
58.9,0.465693,0.474888,0.0248771,0.00919421,0.00243801
59,0.465797,0.474946,0.0247534,0.00914868,0.00242458
59.1,0.465901,0.475005,0.0246305,0.00910341,0.00241125
59.2,0.466005,0.475063,0.0245083,0.00905842,0.00239802
59.3,0.466108,0.475122,0.0243868,0.00901369,0.00238488
59.4,0.466212,0.475181,0.024266,0.00896924,0.00237183
59.5,0.466315,0.475241,0.0241459,0.00892504,0.00235888
59.6,0.466419,0.4753,0.0240265,0.00888111,0.00234602
59.7,0.466522,0.475359,0.0239078,0.00883744,0.00233325
59.8,0.466625,0.475419,0.0237898,0.00879403,0.00232056
59.9,0.466728,0.475479,0.0236725,0.00875088,0.00230797
60,0.466831,0.475539,0.0235558,0.00870798,0.00229546
60.1,0.466934,0.475599,0.0234399,0.00866534,0.00228305
60.2,0.467036,0.475659,0.0233246,0.00862294,0.00227072
60.3,0.467139,0.47572,0.0232099,0.0085808,0.00225847
60.4,0.467241,0.47578,0.023096,0.0085389,0.00224631
60.5,0.467344,0.475841,0.0229827,0.00849725,0.00223423
60.6,0.467446,0.475902,0.02287,0.00845585,0.00222224
60.7,0.467548,0.475963,0.022758,0.00841468,0.00221033
60.8,0.46765,0.476023,0.0226467,0.00837376,0.0021985
60.9,0.467751,0.476085,0.0225359,0.00833307,0.00218675
61,0.467853,0.476146,0.0224259,0.00829263,0.00217509
61.1,0.467955,0.476207,0.0223164,0.00825242,0.0021635
61.2,0.468056,0.476268,0.0222076,0.00821244,0.00215199
61.3,0.468157,0.47633,0.0220994,0.00817269,0.00214056
61.4,0.468258,0.476391,0.0219918,0.00813318,0.00212921
61.5,0.468359,0.476453,0.0218849,0.00809389,0.00211794
61.6,0.46846,0.476514,0.0217785,0.00805483,0.00210674
61.7,0.46856,0.476576,0.0216728,0.008016,0.00209562
61.8,0.468661,0.476638,0.0215676,0.00797738,0.00208457
61.9,0.468761,0.4767,0.0214631,0.007939,0.00207359
62,0.468861,0.476762,0.0213591,0.00790083,0.00206269
62.1,0.468961,0.476824,0.0212557,0.00786288,0.00205187
62.2,0.469061,0.476886,0.021153,0.00782515,0.00204111
62.3,0.46916,0.476948,0.0210508,0.00778763,0.00203043
62.4,0.46926,0.47701,0.0209492,0.00775033,0.00201982
62.5,0.469359,0.477072,0.0208481,0.00771325,0.00200928
62.6,0.469458,0.477135,0.0207476,0.00767637,0.00199881
62.7,0.469557,0.477197,0.0206477,0.0076397,0.0019884
62.8,0.469656,0.477259,0.0205484,0.00760325,0.00197807
62.9,0.469755,0.477322,0.0204496,0.007567,0.00196781
63,0.469853,0.477384,0.0203514,0.00753095,0.00195761
63.1,0.469951,0.477446,0.0202537,0.00749511,0.00194748
63.2,0.470049,0.477509,0.0201566,0.00745947,0.00193741
63.3,0.470147,0.477571,0.02006,0.00742403,0.00192741
63.4,0.470245,0.477634,0.019964,0.0073888,0.00191748
63.5,0.470343,0.477696,0.0198685,0.00735376,0.00190761
63.6,0.47044,0.477759,0.0197735,0.00731892,0.00189781
63.7,0.470537,0.477821,0.0196791,0.00728427,0.00188807
63.8,0.470634,0.477884,0.0195851,0.00724982,0.00187839
63.9,0.470731,0.477946,0.0194918,0.00721556,0.00186877
64,0.470827,0.478009,0.0193989,0.00718149,0.00185922
64.1,0.470924,0.478072,0.0193065,0.00714762,0.00184973
64.2,0.47102,0.478134,0.0192147,0.00711393,0.0018403
64.3,0.471116,0.478197,0.0191234,0.00708043,0.00183093
64.4,0.471212,0.478259,0.0190325,0.00704712,0.00182162
64.5,0.471308,0.478322,0.0189422,0.00701399,0.00181236
64.6,0.471403,0.478384,0.0188524,0.00698105,0.00180317
64.7,0.471498,0.478447,0.0187631,0.00694828,0.00179404
64.8,0.471593,0.478509,0.0186742,0.0069157,0.00178496
64.9,0.471688,0.478572,0.0185859,0.0068833,0.00177595
65,0.471783,0.478634,0.018498,0.00685108,0.00176698
65.1,0.471878,0.478697,0.0184106,0.00681904,0.00175808
65.2,0.471972,0.478759,0.0183238,0.00678717,0.00174923
65.3,0.472066,0.478821,0.0182373,0.00675548,0.00174044
65.4,0.47216,0.478884,0.0181514,0.00672397,0.0017317
65.5,0.472253,0.478946,0.0180659,0.00669262,0.00172302
65.6,0.472347,0.479008,0.0179809,0.00666145,0.00171439
65.7,0.47244,0.479071,0.0178964,0.00663045,0.00170581
65.8,0.472533,0.479133,0.0178123,0.00659962,0.00169729
65.9,0.472626,0.479195,0.0177287,0.00656895,0.00168883
66,0.472719,0.479257,0.0176455,0.00653846,0.00168041
66.1,0.472811,0.479319,0.0175628,0.00650813,0.00167205
66.2,0.472903,0.479381,0.0174805,0.00647796,0.00166373
66.3,0.472995,0.479443,0.0173987,0.00644796,0.00165547
66.4,0.473087,0.479505,0.0173174,0.00641812,0.00164726
66.5,0.473179,0.479567,0.0172364,0.00638844,0.00163911
66.6,0.47327,0.479629,0.0171559,0.00635893,0.001631
66.7,0.473361,0.479691,0.0170759,0.00632957,0.00162294
66.8,0.473452,0.479752,0.0169963,0.00630037,0.00161493
66.9,0.473543,0.479814,0.0169171,0.00627133,0.00160697
67,0.473633,0.479876,0.0168383,0.00624245,0.00159905
67.1,0.473724,0.479937,0.01676,0.00621372,0.00159119
67.2,0.473814,0.479999,0.0166821,0.00618515,0.00158337
67.3,0.473903,0.48006,0.0166046,0.00615673,0.0015756
67.4,0.473993,0.480122,0.0165275,0.00612846,0.00156788
67.5,0.474082,0.480183,0.0164508,0.00610034,0.00156021
67.6,0.474172,0.480244,0.0163745,0.00607238,0.00155258
67.7,0.474261,0.480305,0.0162987,0.00604456,0.00154499
67.8,0.474349,0.480366,0.0162233,0.00601689,0.00153746
67.9,0.474438,0.480427,0.0161482,0.00598937,0.00152996
68,0.474526,0.480488,0.0160736,0.005962,0.00152252
68.1,0.474614,0.480549,0.0159993,0.00593477,0.00151511
68.2,0.474702,0.48061,0.0159255,0.00590768,0.00150775
68.3,0.47479,0.480671,0.015852,0.00588074,0.00150044
68.4,0.474877,0.480731,0.015779,0.00585395,0.00149317
68.5,0.474965,0.480792,0.0157063,0.00582729,0.00148594
68.6,0.475051,0.480852,0.015634,0.00580077,0.00147875
68.7,0.475138,0.480913,0.0155621,0.0057744,0.00147161
68.8,0.475225,0.480973,0.0154906,0.00574816,0.00146451
68.9,0.475311,0.481033,0.0154195,0.00572207,0.00145745
69,0.475397,0.481093,0.0153487,0.00569611,0.00145043
69.1,0.475483,0.481153,0.0152783,0.00567028,0.00144346
69.2,0.475569,0.481213,0.0152083,0.00564459,0.00143652
69.3,0.475654,0.481273,0.0151386,0.00561904,0.00142963
69.4,0.475739,0.481333,0.0150693,0.00559362,0.00142277
69.5,0.475824,0.481392,0.0150004,0.00556834,0.00141596
69.6,0.475909,0.481452,0.0149319,0.00554318,0.00140918
69.7,0.475993,0.481512,0.0148637,0.00551816,0.00140245
69.8,0.476078,0.481571,0.0147958,0.00549327,0.00139575
69.9,0.476162,0.48163,0.0147283,0.0054685,0.00138909
70,0.476245,0.481689,0.0146612,0.00544387,0.00138248
70.1,0.476329,0.481748,0.0145944,0.00541936,0.0013759
70.2,0.476412,0.481807,0.014528,0.00539499,0.00136935
70.3,0.476496,0.481866,0.0144619,0.00537073,0.00136285
70.4,0.476578,0.481925,0.0143962,0.00534661,0.00135638
70.5,0.476661,0.481984,0.0143308,0.00532261,0.00134995
70.6,0.476744,0.482042,0.0142657,0.00529873,0.00134356
70.7,0.476826,0.482101,0.014201,0.00527497,0.0013372
70.8,0.476908,0.482159,0.0141366,0.00525134,0.00133088
70.9,0.47699,0.482217,0.0140726,0.00522783,0.0013246
71,0.477071,0.482275,0.0140089,0.00520444,0.00131835
71.1,0.477152,0.482334,0.0139455,0.00518118,0.00131214
71.2,0.477233,0.482391,0.0138824,0.00515803,0.00130596
71.3,0.477314,0.482449,0.0138197,0.005135,0.00129982
71.4,0.477395,0.482507,0.0137573,0.00511209,0.00129371
71.5,0.477475,0.482565,0.0136952,0.00508929,0.00128763
71.6,0.477555,0.482622,0.0136335,0.00506661,0.0012816
71.7,0.477635,0.482679,0.013572,0.00504405,0.00127559
71.8,0.477715,0.482737,0.0135109,0.0050216,0.00126962
71.9,0.477794,0.482794,0.0134501,0.00499927,0.00126368
72,0.477874,0.482851,0.0133896,0.00497705,0.00125778
72.1,0.477953,0.482908,0.0133294,0.00495495,0.00125191
72.2,0.478031,0.482964,0.0132695,0.00493295,0.00124607
72.3,0.47811,0.483021,0.0132099,0.00491107,0.00124026
72.4,0.478188,0.483078,0.0131507,0.0048893,0.00123449
72.5,0.478266,0.483134,0.0130917,0.00486764,0.00122875
72.6,0.478344,0.48319,0.013033,0.00484609,0.00122304
72.7,0.478422,0.483247,0.0129747,0.00482465,0.00121736
72.8,0.478499,0.483303,0.0129166,0.00480331,0.00121171
72.9,0.478576,0.483359,0.0128588,0.00478209,0.0012061
73,0.478653,0.483414,0.0128014,0.00476097,0.00120051
73.1,0.47873,0.48347,0.0127442,0.00473996,0.00119496
73.2,0.478807,0.483526,0.0126873,0.00471905,0.00118944
73.3,0.478883,0.483581,0.0126307,0.00469825,0.00118395
73.4,0.478959,0.483636,0.0125744,0.00467755,0.00117848
73.5,0.479035,0.483692,0.0125183,0.00465696,0.00117305
73.6,0.47911,0.483747,0.0124626,0.00463647,0.00116765
73.7,0.479186,0.483802,0.0124071,0.00461608,0.00116228
73.8,0.479261,0.483856,0.0123519,0.00459579,0.00115693
73.9,0.479336,0.483911,0.012297,0.00457561,0.00115162
74,0.47941,0.483966,0.0122424,0.00455553,0.00114633
74.1,0.479485,0.48402,0.012188,0.00453554,0.00114108
74.2,0.479559,0.484074,0.012134,0.00451566,0.00113585
74.3,0.479633,0.484129,0.0120801,0.00449587,0.00113065
74.4,0.479706,0.484183,0.0120266,0.00447619,0.00112548
74.5,0.47978,0.484237,0.0119733,0.0044566,0.00112034
74.6,0.479853,0.48429,0.0119203,0.00443711,0.00111522
74.7,0.479926,0.484344,0.0118676,0.00441771,0.00111013
74.8,0.479999,0.484398,0.0118151,0.00439841,0.00110507
74.9,0.480072,0.484451,0.0117629,0.00437921,0.00110004
75,0.480144,0.484504,0.011711,0.0043601,0.00109503
75.1,0.480216,0.484557,0.0116593,0.00434109,0.00109005
75.2,0.480288,0.48461,0.0116079,0.00432217,0.0010851
75.3,0.48036,0.484663,0.0115567,0.00430334,0.00108017
75.4,0.480431,0.484716,0.0115058,0.0042846,0.00107527
75.5,0.480503,0.484769,0.0114551,0.00426596,0.0010704
75.6,0.480574,0.484821,0.0114047,0.00424741,0.00106555
75.7,0.480645,0.484874,0.0113545,0.00422895,0.00106073
75.8,0.480715,0.484926,0.0113046,0.00421058,0.00105593
75.9,0.480786,0.484978,0.0112549,0.0041923,0.00105116
76,0.480856,0.48503,0.0112055,0.00417411,0.00104641
76.1,0.480926,0.485082,0.0111563,0.00415601,0.00104169
76.2,0.480995,0.485133,0.0111074,0.004138,0.001037
76.3,0.481065,0.485185,0.0110587,0.00412008,0.00103233
76.4,0.481134,0.485236,0.0110103,0.00410224,0.00102768
76.5,0.481203,0.485288,0.0109621,0.00408449,0.00102306
76.6,0.481272,0.485339,0.0109141,0.00406683,0.00101846
76.7,0.48134,0.48539,0.0108664,0.00404925,0.00101389
76.8,0.481409,0.485441,0.0108188,0.00403176,0.00100934
76.9,0.481477,0.485491,0.0107716,0.00401435,0.00100481
77,0.481545,0.485542,0.0107245,0.00399703,0.00100031
77.1,0.481613,0.485592,0.0106777,0.00397979,0.000995829
77.2,0.48168,0.485643,0.0106312,0.00396264,0.000991374
77.3,0.481747,0.485693,0.0105848,0.00394557,0.000986942
77.4,0.481814,0.485743,0.0105387,0.00392858,0.000982533
77.5,0.481881,0.485793,0.0104928,0.00391167,0.000978147
77.6,0.481948,0.485843,0.0104471,0.00389484,0.000973783
77.7,0.482014,0.485892,0.0104017,0.0038781,0.000969442
77.8,0.48208,0.485942,0.0103565,0.00386144,0.000965124
77.9,0.482146,0.485991,0.0103115,0.00384485,0.000960828
78,0.482212,0.486041,0.0102667,0.00382835,0.000956555
78.1,0.482278,0.48609,0.0102221,0.00381192,0.000952303
78.2,0.482343,0.486139,0.0101778,0.00379558,0.000948073
78.3,0.482408,0.486187,0.0101336,0.00377931,0.000943865
78.4,0.482473,0.486236,0.0100897,0.00376312,0.000939679
78.5,0.482538,0.486285,0.010046,0.00374701,0.000935514
78.6,0.482602,0.486333,0.0100025,0.00373098,0.00093137
78.7,0.482666,0.486381,0.00995924,0.00371502,0.000927248
78.8,0.48273,0.48643,0.00991617,0.00369914,0.000923147
78.9,0.482794,0.486478,0.0098733,0.00368333,0.000919066
79,0.482858,0.486525,0.00983065,0.0036676,0.000915007
79.1,0.482921,0.486573,0.0097882,0.00365194,0.000910968
79.2,0.482984,0.486621,0.00974595,0.00363636,0.00090695
79.3,0.483047,0.486668,0.00970391,0.00362086,0.000902952
79.4,0.48311,0.486716,0.00966207,0.00360542,0.000898974
79.5,0.483173,0.486763,0.00962043,0.00359006,0.000895017
79.6,0.483235,0.48681,0.00957899,0.00357478,0.00089108
79.7,0.483297,0.486857,0.00953775,0.00355956,0.000887162
79.8,0.483359,0.486904,0.00949671,0.00354442,0.000883265
79.9,0.483421,0.48695,0.00945587,0.00352935,0.000879387
80,0.483482,0.486997,0.00941522,0.00351435,0.000875528
80.1,0.483544,0.487043,0.00937477,0.00349942,0.000871689
80.2,0.483605,0.487089,0.00933451,0.00348456,0.00086787
80.3,0.483666,0.487135,0.00929444,0.00346977,0.000864069
80.4,0.483726,0.487181,0.00925457,0.00345506,0.000860288
80.5,0.483787,0.487227,0.00921488,0.00344041,0.000856526
80.6,0.483847,0.487273,0.00917539,0.00342583,0.000852782
80.7,0.483907,0.487318,0.00913608,0.00341132,0.000849057
80.8,0.483967,0.487364,0.00909696,0.00339687,0.000845351
80.9,0.484027,0.487409,0.00905803,0.0033825,0.000841663
81,0.484086,0.487454,0.00901928,0.00336819,0.000837994
81.1,0.484145,0.487499,0.00898072,0.00335395,0.000834343
81.2,0.484204,0.487544,0.00894234,0.00333977,0.00083071
81.3,0.484263,0.487589,0.00890414,0.00332567,0.000827095
81.4,0.484322,0.487633,0.00886612,0.00331162,0.000823498
81.5,0.48438,0.487678,0.00882829,0.00329765,0.000819919
81.6,0.484438,0.487722,0.00879063,0.00328374,0.000816358
81.7,0.484497,0.487766,0.00875315,0.00326989,0.000812814
81.8,0.484554,0.48781,0.00871585,0.00325611,0.000809288
81.9,0.484612,0.487854,0.00867872,0.00324239,0.000805779
82,0.484669,0.487898,0.00864177,0.00322874,0.000802288
82.1,0.484727,0.487942,0.008605,0.00321515,0.000798813
82.2,0.484784,0.487985,0.00856839,0.00320162,0.000795356
82.3,0.484841,0.488029,0.00853197,0.00318816,0.000791916
82.4,0.484897,0.488072,0.00849571,0.00317476,0.000788493
82.5,0.484954,0.488115,0.00845962,0.00316142,0.000785086
82.6,0.48501,0.488158,0.0084237,0.00314814,0.000781697
82.7,0.485066,0.488201,0.00838795,0.00313492,0.000778323
82.8,0.485122,0.488244,0.00835237,0.00312177,0.000774967
82.9,0.485178,0.488286,0.00831696,0.00310867,0.000771626
83,0.485233,0.488329,0.00828171,0.00309564,0.000768303
83.1,0.485288,0.488371,0.00824662,0.00308267,0.000764995
83.2,0.485343,0.488413,0.00821171,0.00306975,0.000761703
83.3,0.485398,0.488455,0.00817695,0.0030569,0.000758427
83.4,0.485453,0.488497,0.00814236,0.0030441,0.000755168
83.5,0.485507,0.488539,0.00810793,0.00303137,0.000751924
83.6,0.485562,0.48858,0.00807365,0.00301869,0.000748696
83.7,0.485616,0.488622,0.00803954,0.00300607,0.000745483
83.8,0.48567,0.488663,0.00800559,0.00299351,0.000742286
83.9,0.485724,0.488705,0.0079718,0.00298101,0.000739105
84,0.485777,0.488746,0.00793816,0.00296856,0.000735939
84.1,0.485831,0.488787,0.00790468,0.00295617,0.000732788
84.2,0.485884,0.488828,0.00787136,0.00294384,0.000729652
84.3,0.485937,0.488868,0.00783819,0.00293157,0.000726532
84.4,0.48599,0.488909,0.00780517,0.00291935,0.000723426
84.5,0.486042,0.488949,0.00777231,0.00290718,0.000720336
84.6,0.486095,0.48899,0.0077396,0.00289507,0.00071726
84.7,0.486147,0.48903,0.00770704,0.00288302,0.000714199
84.8,0.486199,0.48907,0.00767463,0.00287102,0.000711153
84.9,0.486251,0.48911,0.00764237,0.00285908,0.000708121
85,0.486302,0.48915,0.00761026,0.00284719,0.000705104
85.1,0.486354,0.489189,0.0075783,0.00283536,0.000702101
85.2,0.486405,0.489229,0.00754649,0.00282357,0.000699113
85.3,0.486456,0.489268,0.00751482,0.00281185,0.000696138
85.4,0.486507,0.489308,0.0074833,0.00280017,0.000693178
85.5,0.486558,0.489347,0.00745192,0.00278855,0.000690233
85.6,0.486609,0.489386,0.00742069,0.00277698,0.000687301
85.7,0.486659,0.489425,0.00738961,0.00276547,0.000684383
85.8,0.486709,0.489464,0.00735866,0.002754,0.000681479
85.9,0.48676,0.489502,0.00732786,0.00274259,0.000678589
86,0.486809,0.489541,0.0072972,0.00273123,0.000675712
86.1,0.486859,0.489579,0.00726668,0.00271992,0.000672849
86.2,0.486909,0.489617,0.0072363,0.00270866,0.00067
86.3,0.486958,0.489655,0.00720605,0.00269746,0.000667164
