Temps,A,B,C,AB,ABA,ABAB,ABC,ABCB,CB,CBC,CBCB
90.9,0.728651,0.351532,0.673718,0.255502,0.186128,0.0653679,0.170394,0.059939,0.234751,0.157934,0.0553119
91,0.728624,0.351524,0.673677,0.255484,0.186108,0.0653589,0.170382,0.059933,0.234742,0.15792,0.0553066
91.1,0.728597,0.351516,0.673637,0.255467,0.186087,0.06535,0.17037,0.059927,0.234733,0.157906,0.0553014
91.2,0.728569,0.351508,0.673596,0.255449,0.186067,0.065341,0.170358,0.059921,0.234724,0.157891,0.0552962
91.3,0.728542,0.3515,0.673556,0.255431,0.186047,0.0653321,0.170346,0.059915,0.234715,0.157877,0.055291
91.4,0.728515,0.351492,0.673516,0.255413,0.186026,0.0653232,0.170334,0.0599091,0.234706,0.157863,0.0552857
91.5,0.728487,0.351484,0.673476,0.255396,0.186006,0.0653143,0.170322,0.0599031,0.234697,0.157848,0.0552805
91.6,0.72846,0.351476,0.673436,0.255378,0.185986,0.0653054,0.17031,0.0598971,0.234688,0.157834,0.0552752
91.7,0.728432,0.351468,0.673396,0.255361,0.185965,0.0652966,0.170297,0.059891,0.234679,0.157819,0.05527
91.8,0.728404,0.351461,0.673357,0.255343,0.185945,0.0652878,0.170285,0.059885,0.234669,0.157805,0.0552647
91.9,0.728377,0.351453,0.673317,0.255326,0.185925,0.0652789,0.170273,0.059879,0.23466,0.157791,0.0552594
92,0.728349,0.351445,0.673278,0.255308,0.185905,0.0652701,0.170261,0.059873,0.234651,0.157776,0.0552541
92.1,0.728321,0.351438,0.673238,0.255291,0.185884,0.0652613,0.170248,0.059867,0.234642,0.157762,0.0552489
92.2,0.728294,0.35143,0.673199,0.255273,0.185864,0.0652526,0.170236,0.0598609,0.234632,0.157747,0.0552436
92.3,0.728266,0.351423,0.67316,0.255256,0.185844,0.0652438,0.170223,0.0598549,0.234623,0.157733,0.0552383
92.4,0.728238,0.351415,0.673121,0.255239,0.185824,0.0652351,0.170211,0.0598488,0.234614,0.157718,0.055233
92.5,0.72821,0.351408,0.673082,0.255221,0.185804,0.0652263,0.170198,0.0598428,0.234604,0.157704,0.0552277
92.6,0.728182,0.3514,0.673044,0.255204,0.185784,0.0652176,0.170186,0.0598367,0.234595,0.157689,0.0552223
92.7,0.728154,0.351393,0.673005,0.255187,0.185763,0.0652089,0.170173,0.0598307,0.234585,0.157675,0.055217
92.8,0.728126,0.351385,0.672967,0.255169,0.185743,0.0652002,0.17016,0.0598246,0.234576,0.157661,0.0552117
92.9,0.728098,0.351378,0.672928,0.255152,0.185723,0.0651916,0.170148,0.0598185,0.234566,0.157646,0.0552064
93,0.72807,0.351371,0.67289,0.255135,0.185703,0.0651829,0.170135,0.0598125,0.234556,0.157632,0.055201
93.1,0.728042,0.351363,0.672852,0.255118,0.185683,0.0651743,0.170122,0.0598064,0.234547,0.157617,0.0551957
93.2,0.728014,0.351356,0.672814,0.255101,0.185663,0.0651656,0.170109,0.0598003,0.234537,0.157603,0.0551903
93.3,0.727985,0.351349,0.672776,0.255084,0.185643,0.065157,0.170096,0.0597942,0.234527,0.157588,0.055185
93.4,0.727957,0.351342,0.672738,0.255067,0.185623,0.0651484,0.170084,0.0597881,0.234518,0.157574,0.0551796
93.5,0.727929,0.351334,0.6727,0.25505,0.185603,0.0651399,0.170071,0.059782,0.234508,0.157559,0.0551743
93.6,0.727901,0.351327,0.672662,0.255033,0.185583,0.0651313,0.170058,0.0597759,0.234498,0.157545,0.0551689
93.7,0.727872,0.35132,0.672625,0.255016,0.185563,0.0651227,0.170045,0.0597698,0.234488,0.15753,0.0551635
93.8,0.727844,0.351313,0.672587,0.254999,0.185543,0.0651142,0.170032,0.0597637,0.234479,0.157516,0.0551581
93.9,0.727816,0.351306,0.67255,0.254982,0.185523,0.0651057,0.170018,0.0597576,0.234469,0.157501,0.0551527
94,0.727787,0.351299,0.672513,0.254965,0.185504,0.0650972,0.170005,0.0597515,0.234459,0.157487,0.0551473
94.1,0.727759,0.351292,0.672476,0.254948,0.185484,0.0650886,0.169992,0.0597454,0.234449,0.157472,0.0551419
94.2,0.72773,0.351285,0.672438,0.254931,0.185464,0.0650802,0.169979,0.0597392,0.234439,0.157458,0.0551365
94.3,0.727702,0.351278,0.672401,0.254914,0.185444,0.0650717,0.169966,0.0597331,0.234429,0.157443,0.0551311
94.4,0.727673,0.351271,0.672365,0.254898,0.185424,0.0650632,0.169953,0.059727,0.234419,0.157429,0.0551257
94.5,0.727645,0.351264,0.672328,0.254881,0.185404,0.0650548,0.169939,0.0597208,0.234409,0.157414,0.0551203
94.6,0.727616,0.351257,0.672291,0.254864,0.185384,0.0650463,0.169926,0.0597147,0.234399,0.1574,0.0551149
94.7,0.727587,0.351251,0.672254,0.254847,0.185365,0.0650379,0.169913,0.0597085,0.234389,0.157385,0.0551095
94.8,0.727559,0.351244,0.672218,0.254831,0.185345,0.0650295,0.169899,0.0597024,0.234379,0.15737,0.055104
94.9,0.72753,0.351237,0.672181,0.254814,0.185325,0.0650211,0.169886,0.0596962,0.234369,0.157356,0.0550986
95,0.727501,0.35123,0.672145,0.254797,0.185305,0.0650127,0.169872,0.0596901,0.234359,0.157341,0.0550932
95.1,0.727472,0.351223,0.672109,0.254781,0.185286,0.0650043,0.169859,0.0596839,0.234348,0.157327,0.0550877
95.2,0.727444,0.351217,0.672073,0.254764,0.185266,0.064996,0.169845,0.0596778,0.234338,0.157312,0.0550823
95.3,0.727415,0.35121,0.672037,0.254748,0.185246,0.0649876,0.169832,0.0596716,0.234328,0.157298,0.0550768
95.4,0.727386,0.351203,0.672001,0.254731,0.185227,0.0649793,0.169818,0.0596654,0.234318,0.157283,0.0550714
95.5,0.727357,0.351197,0.671965,0.254715,0.185207,0.0649709,0.169805,0.0596592,0.234308,0.157269,0.0550659
95.6,0.727328,0.35119,0.671929,0.254698,0.185187,0.0649626,0.169791,0.0596531,0.234297,0.157254,0.0550604
95.7,0.727299,0.351184,0.671893,0.254682,0.185168,0.0649543,0.169777,0.0596469,0.234287,0.157239,0.055055
95.8,0.72727,0.351177,0.671857,0.254665,0.185148,0.064946,0.169764,0.0596407,0.234277,0.157225,0.0550495
95.9,0.727241,0.351171,0.671822,0.254649,0.185128,0.0649377,0.16975,0.0596345,0.234266,0.15721,0.055044
96,0.727212,0.351164,0.671786,0.254632,0.185109,0.0649295,0.169736,0.0596283,0.234256,0.157196,0.0550385
96.1,0.727183,0.351158,0.671751,0.254616,0.185089,0.0649212,0.169722,0.0596221,0.234245,0.157181,0.055033
96.2,0.727154,0.351151,0.671715,0.2546,0.18507,0.064913,0.169708,0.0596159,0.234235,0.157166,0.0550276
96.3,0.727125,0.351145,0.67168,0.254583,0.18505,0.0649047,0.169695,0.0596097,0.234225,0.157152,0.0550221
96.4,0.727096,0.351138,0.671645,0.254567,0.18503,0.0648965,0.169681,0.0596035,0.234214,0.157137,0.0550166
96.5,0.727067,0.351132,0.67161,0.254551,0.185011,0.0648883,0.169667,0.0595973,0.234204,0.157123,0.0550111
96.6,0.727038,0.351125,0.671575,0.254534,0.184991,0.0648801,0.169653,0.0595911,0.234193,0.157108,0.0550056
96.7,0.727008,0.351119,0.67154,0.254518,0.184972,0.0648719,0.169639,0.0595849,0.234183,0.157093,0.0550001
96.8,0.726979,0.351113,0.671505,0.254502,0.184952,0.0648637,0.169625,0.0595787,0.234172,0.157079,0.0549945
96.9,0.72695,0.351106,0.67147,0.254486,0.184933,0.0648555,0.169611,0.0595725,0.234162,0.157064,0.054989
97,0.726921,0.3511,0.671435,0.25447,0.184913,0.0648473,0.169597,0.0595662,0.234151,0.15705,0.0549835
97.1,0.726891,0.351094,0.6714,0.254453,0.184894,0.0648392,0.169583,0.05956,0.23414,0.157035,0.054978
97.2,0.726862,0.351088,0.671366,0.254437,0.184874,0.064831,0.169569,0.0595538,0.23413,0.15702,0.0549725
97.3,0.726833,0.351081,0.671331,0.254421,0.184855,0.0648229,0.169555,0.0595476,0.234119,0.157006,0.0549669
97.4,0.726803,0.351075,0.671297,0.254405,0.184835,0.0648147,0.169541,0.0595413,0.234108,0.156991,0.0549614
97.5,0.726774,0.351069,0.671262,0.254389,0.184816,0.0648066,0.169526,0.0595351,0.234098,0.156976,0.0549559
97.6,0.726745,0.351063,0.671228,0.254373,0.184797,0.0647985,0.169512,0.0595289,0.234087,0.156962,0.0549503
97.7,0.726715,0.351057,0.671193,0.254357,0.184777,0.0647904,0.169498,0.0595226,0.234076,0.156947,0.0549448
97.8,0.726686,0.351051,0.671159,0.254341,0.184758,0.0647823,0.169484,0.0595164,0.234065,0.156933,0.0549392
97.9,0.726656,0.351044,0.671125,0.254325,0.184738,0.0647742,0.16947,0.0595101,0.234055,0.156918,0.0549337
98,0.726627,0.351038,0.671091,0.254309,0.184719,0.0647662,0.169455,0.0595039,0.234044,0.156903,0.0549281
98.1,0.726597,0.351032,0.671057,0.254293,0.1847,0.0647581,0.169441,0.0594976,0.234033,0.156889,0.0549226
98.2,0.726568,0.351026,0.671023,0.254277,0.18468,0.0647501,0.169427,0.0594914,0.234022,0.156874,0.054917
98.3,0.726538,0.35102,0.670989,0.254261,0.184661,0.064742,0.169412,0.0594851,0.234011,0.156859,0.0549115
98.4,0.726508,0.351014,0.670955,0.254245,0.184642,0.064734,0.169398,0.0594789,0.234001,0.156845,0.0549059
98.5,0.726479,0.351008,0.670921,0.254229,0.184622,0.0647259,0.169384,0.0594726,0.23399,0.15683,0.0549003
98.6,0.726449,0.351002,0.670888,0.254213,0.184603,0.0647179,0.169369,0.0594663,0.233979,0.156815,0.0548948
98.7,0.72642,0.350996,0.670854,0.254197,0.184584,0.0647099,0.169355,0.0594601,0.233968,0.156801,0.0548892
98.8,0.72639,0.35099,0.67082,0.254181,0.184565,0.0647019,0.16934,0.0594538,0.233957,0.156786,0.0548836
98.9,0.72636,0.350984,0.670787,0.254166,0.184545,0.0646939,0.169326,0.0594475,0.233946,0.156771,0.054878
99,0.726331,0.350979,0.670753,0.25415,0.184526,0.0646859,0.169312,0.0594413,0.233935,0.156757,0.0548724
99.1,0.726301,0.350973,0.67072,0.254134,0.184507,0.0646779,0.169297,0.059435,0.233924,0.156742,0.0548669
99.2,0.726271,0.350967,0.670687,0.254118,0.184488,0.06467,0.169282,0.0594287,0.233913,0.156727,0.0548613
99.3,0.726241,0.350961,0.670653,0.254102,0.184468,0.064662,0.169268,0.0594224,0.233902,0.156713,0.0548557
99.4,0.726212,0.350955,0.67062,0.254087,0.184449,0.0646541,0.169253,0.0594162,0.233891,0.156698,0.0548501
99.5,0.726182,0.350949,0.670587,0.254071,0.18443,0.0646461,0.169239,0.0594099,0.23388,0.156683,0.0548445
99.6,0.726152,0.350943,0.670554,0.254055,0.184411,0.0646382,0.169224,0.0594036,0.233869,0.156669,0.0548389
99.7,0.726122,0.350938,0.670521,0.254039,0.184391,0.0646303,0.16921,0.0593973,0.233858,0.156654,0.0548333
99.8,0.726092,0.350932,0.670488,0.254024,0.184372,0.0646223,0.169195,0.059391,0.233847,0.156639,0.0548277
99.9,0.726063,0.350926,0.670455,0.254008,0.184353,0.0646144,0.16918,0.0593847,0.233836,0.156625,0.0548221
100,0.726033,0.35092,0.670422,0.253992,0.184334,0.0646065,0.169166,0.0593784,0.233825,0.15661,0.0548165
100.1,0.726003,0.350915,0.670389,0.253977,0.184315,0.0645986,0.169151,0.0593721,0.233814,0.156595,0.0548109
100.2,0.725973,0.350909,0.670356,0.253961,0.184296,0.0645907,0.169136,0.0593659,0.233802,0.156581,0.0548053
100.3,0.725943,0.350903,0.670323,0.253945,0.184276,0.0645828,0.169121,0.0593596,0.233791,0.156566,0.0547996
100.4,0.725913,0.350898,0.67029,0.25393,0.184257,0.064575,0.169107,0.0593533,0.23378,0.156551,0.054794
100.5,0.725883,0.350892,0.670258,0.253914,0.184238,0.0645671,0.169092,0.059347,0.233769,0.156537,0.0547884
100.6,0.725853,0.350886,0.670225,0.253899,0.184219,0.0645592,0.169077,0.0593407,0.233758,0.156522,0.0547828
100.7,0.725823,0.350881,0.670193,0.253883,0.1842,0.0645514,0.169062,0.0593343,0.233747,0.156507,0.0547772
100.8,0.725793,0.350875,0.67016,0.253867,0.184181,0.0645435,0.169048,0.059328,0.233735,0.156493,0.0547715
100.9,0.725763,0.350869,0.670128,0.253852,0.184162,0.0645357,0.169033,0.0593217,0.233724,0.156478,0.0547659
101,0.725733,0.350864,0.670095,0.253836,0.184143,0.0645279,0.169018,0.0593154,0.233713,0.156463,0.0547603
101.1,0.725703,0.350858,0.670063,0.253821,0.184124,0.06452,0.169003,0.0593091,0.233702,0.156449,0.0547546
101.2,0.725673,0.350853,0.670031,0.253805,0.184105,0.0645122,0.168988,0.0593028,0.23369,0.156434,0.054749
101.3,0.725643,0.350847,0.669998,0.25379,0.184086,0.0645044,0.168973,0.0592965,0.233679,0.156419,0.0547434
101.4,0.725613,0.350842,0.669966,0.253774,0.184067,0.0644966,0.168958,0.0592902,0.233668,0.156405,0.0547377
101.5,0.725583,0.350836,0.669934,0.253759,0.184048,0.0644888,0.168943,0.0592839,0.233656,0.15639,0.0547321
101.6,0.725553,0.35083,0.669902,0.253743,0.184029,0.064481,0.168928,0.0592775,0.233645,0.156375,0.0547265
101.7,0.725522,0.350825,0.66987,0.253728,0.18401,0.0644732,0.168913,0.0592712,0.233634,0.15636,0.0547208
101.8,0.725492,0.350819,0.669838,0.253713,0.183991,0.0644654,0.168898,0.0592649,0.233622,0.156346,0.0547152
101.9,0.725462,0.350814,0.669806,0.253697,0.183972,0.0644577,0.168884,0.0592586,0.233611,0.156331,0.0547095
102,0.725432,0.350809,0.669774,0.253682,0.183953,0.0644499,0.168869,0.0592522,0.2336,0.156316,0.0547039
102.1,0.725402,0.350803,0.669742,0.253666,0.183934,0.0644421,0.168853,0.0592459,0.233588,0.156302,0.0546982
102.2,0.725372,0.350798,0.66971,0.253651,0.183915,0.0644344,0.168838,0.0592396,0.233577,0.156287,0.0546926
102.3,0.725341,0.350792,0.669678,0.253636,0.183896,0.0644266,0.168823,0.0592333,0.233565,0.156272,0.0546869
102.4,0.725311,0.350787,0.669646,0.25362,0.183877,0.0644189,0.168808,0.0592269,0.233554,0.156258,0.0546812
102.5,0.725281,0.350781,0.669614,0.253605,0.183858,0.0644111,0.168793,0.0592206,0.233543,0.156243,0.0546756
102.6,0.725251,0.350776,0.669583,0.25359,0.183839,0.0644034,0.168778,0.0592143,0.233531,0.156228,0.0546699
102.7,0.72522,0.350771,0.669551,0.253574,0.18382,0.0643957,0.168763,0.0592079,0.23352,0.156213,0.0546643
102.8,0.72519,0.350765,0.66952,0.253559,0.183801,0.064388,0.168748,0.0592016,0.233508,0.156199,0.0546586
102.9,0.72516,0.35076,0.669488,0.253544,0.183782,0.0643803,0.168733,0.0591953,0.233497,0.156184,0.0546529
103,0.72513,0.350755,0.669456,0.253528,0.183763,0.0643725,0.168718,0.0591889,0.233485,0.156169,0.0546473
103.1,0.725099,0.350749,0.669425,0.253513,0.183744,0.0643648,0.168703,0.0591826,0.233474,0.156155,0.0546416
103.2,0.725069,0.350744,0.669393,0.253498,0.183725,0.0643572,0.168687,0.0591763,0.233462,0.15614,0.0546359
103.3,0.725039,0.350739,0.669362,0.253483,0.183706,0.0643495,0.168672,0.0591699,0.233451,0.156125,0.0546303
103.4,0.725008,0.350733,0.669331,0.253467,0.183688,0.0643418,0.168657,0.0591636,0.233439,0.15611,0.0546246
103.5,0.724978,0.350728,0.669299,0.253452,0.183669,0.0643341,0.168642,0.0591572,0.233428,0.156096,0.0546189
103.6,0.724948,0.350723,0.669268,0.253437,0.18365,0.0643264,0.168627,0.0591509,0.233416,0.156081,0.0546132
103.7,0.724917,0.350718,0.669237,0.253422,0.183631,0.0643188,0.168611,0.0591445,0.233405,0.156066,0.0546075
103.8,0.724887,0.350712,0.669205,0.253407,0.183612,0.0643111,0.168596,0.0591382,0.233393,0.156052,0.0546019
103.9,0.724856,0.350707,0.669174,0.253391,0.183593,0.0643034,0.168581,0.0591318,0.233381,0.156037,0.0545962
104,0.724826,0.350702,0.669143,0.253376,0.183574,0.0642958,0.168566,0.0591255,0.23337,0.156022,0.0545905
104.1,0.724796,0.350697,0.669112,0.253361,0.183556,0.0642882,0.16855,0.0591192,0.233358,0.156007,0.0545848
104.2,0.724765,0.350691,0.669081,0.253346,0.183537,0.0642805,0.168535,0.0591128,0.233347,0.155993,0.0545791
104.3,0.724735,0.350686,0.66905,0.253331,0.183518,0.0642729,0.16852,0.0591065,0.233335,0.155978,0.0545735
104.4,0.724704,0.350681,0.669019,0.253316,0.183499,0.0642652,0.168504,0.0591001,0.233323,0.155963,0.0545678
104.5,0.724674,0.350676,0.668988,0.253301,0.18348,0.0642576,0.168489,0.0590937,0.233312,0.155949,0.0545621
104.6,0.724643,0.350671,0.668957,0.253285,0.183462,0.06425,0.168474,0.0590874,0.2333,0.155934,0.0545564
104.7,0.724613,0.350665,0.668926,0.25327,0.183443,0.0642424,0.168458,0.059081,0.233289,0.155919,0.0545507
104.8,0.724582,0.35066,0.668895,0.253255,0.183424,0.0642348,0.168443,0.0590747,0.233277,0.155904,0.054545
104.9,0.724552,0.350655,0.668864,0.25324,0.183405,0.0642272,0.168428,0.0590683,0.233265,0.15589,0.0545393
105,0.724521,0.35065,0.668833,0.253225,0.183386,0.0642196,0.168412,0.059062,0.233254,0.155875,0.0545336
105.1,0.724491,0.350645,0.668803,0.25321,0.183368,0.064212,0.168397,0.0590556,0.233242,0.15586,0.0545279
105.2,0.72446,0.35064,0.668772,0.253195,0.183349,0.0642044,0.168382,0.0590493,0.23323,0.155846,0.0545222
105.3,0.72443,0.350635,0.668741,0.25318,0.18333,0.0641968,0.168366,0.0590429,0.233218,0.155831,0.0545165
105.4,0.724399,0.35063,0.668711,0.253165,0.183311,0.0641892,0.168351,0.0590365,0.233207,0.155816,0.0545108
105.5,0.724369,0.350624,0.66868,0.25315,0.183293,0.0641817,0.168335,0.0590302,0.233195,0.155801,0.0545051
105.6,0.724338,0.350619,0.668649,0.253135,0.183274,0.0641741,0.16832,0.0590238,0.233183,0.155787,0.0544994
105.7,0.724308,0.350614,0.668619,0.25312,0.183255,0.0641665,0.168304,0.0590174,0.233172,0.155772,0.0544937
105.8,0.724277,0.350609,0.668588,0.253105,0.183236,0.064159,0.168289,0.0590111,0.23316,0.155757,0.054488
105.9,0.724246,0.350604,0.668558,0.25309,0.183218,0.0641514,0.168273,0.0590047,0.233148,0.155743,0.0544823
106,0.724216,0.350599,0.668527,0.253075,0.183199,0.0641438,0.168258,0.0589984,0.233136,0.155728,0.0544766
106.1,0.724185,0.350594,0.668497,0.25306,0.18318,0.0641363,0.168243,0.058992,0.233125,0.155713,0.0544709
106.2,0.724155,0.350589,0.668466,0.253045,0.183162,0.0641288,0.168227,0.0589856,0.233113,0.155698,0.0544652
106.3,0.724124,0.350584,0.668436,0.25303,0.183143,0.0641212,0.168212,0.0589793,0.233101,0.155684,0.0544595
106.4,0.724093,0.350579,0.668405,0.253015,0.183124,0.0641137,0.168196,0.0589729,0.233089,0.155669,0.0544538
106.5,0.724063,0.350574,0.668375,0.253,0.183106,0.0641061,0.168181,0.0589665,0.233077,0.155654,0.054448
106.6,0.724032,0.350569,0.668345,0.252985,0.183087,0.0640986,0.168165,0.0589602,0.233066,0.15564,0.0544423
106.7,0.724001,0.350564,0.668314,0.25297,0.183068,0.0640911,0.168149,0.0589538,0.233054,0.155625,0.0544366
106.8,0.723971,0.350559,0.668284,0.252955,0.18305,0.0640836,0.168134,0.0589474,0.233042,0.15561,0.0544309
106.9,0.72394,0.350554,0.668254,0.25294,0.183031,0.0640761,0.168118,0.058941,0.23303,0.155595,0.0544252
107,0.723909,0.350549,0.668224,0.252926,0.183012,0.0640686,0.168103,0.0589347,0.233018,0.155581,0.0544195
107.1,0.723879,0.350544,0.668194,0.252911,0.182994,0.0640611,0.168087,0.0589283,0.233006,0.155566,0.0544138
107.2,0.723848,0.350539,0.668163,0.252896,0.182975,0.0640536,0.168072,0.0589219,0.232995,0.155551,0.054408
107.3,0.723817,0.350534,0.668133,0.252881,0.182956,0.0640461,0.168056,0.0589156,0.232983,0.155537,0.0544023
107.4,0.723787,0.350529,0.668103,0.252866,0.182938,0.0640386,0.168041,0.0589092,0.232971,0.155522,0.0543966
107.5,0.723756,0.350524,0.668073,0.252851,0.182919,0.0640311,0.168025,0.0589028,0.232959,0.155507,0.0543909
107.6,0.723725,0.350519,0.668043,0.252836,0.182901,0.0640236,0.168009,0.0588964,0.232947,0.155492,0.0543852
107.7,0.723695,0.350515,0.668013,0.252821,0.182882,0.0640161,0.167994,0.0588901,0.232935,0.155478,0.0543794
107.8,0.723664,0.35051,0.667983,0.252807,0.182863,0.0640086,0.167978,0.0588837,0.232923,0.155463,0.0543737
107.9,0.723633,0.350505,0.667953,0.252792,0.182845,0.0640012,0.167962,0.0588773,0.232912,0.155448,0.054368
108,0.723602,0.3505,0.667923,0.252777,0.182826,0.0639937,0.167947,0.0588709,0.2329,0.155434,0.0543623
108.1,0.723572,0.350495,0.667893,0.252762,0.182808,0.0639862,0.167931,0.0588646,0.232888,0.155419,0.0543566
108.2,0.723541,0.35049,0.667863,0.252747,0.182789,0.0639788,0.167916,0.0588582,0.232876,0.155404,0.0543508
108.3,0.72351,0.350485,0.667833,0.252732,0.18277,0.0639713,0.1679,0.0588518,0.232864,0.155389,0.0543451
108.4,0.723479,0.35048,0.667804,0.252718,0.182752,0.0639639,0.167884,0.0588454,0.232852,0.155375,0.0543394
108.5,0.723449,0.350475,0.667774,0.252703,0.182733,0.0639564,0.167869,0.0588391,0.23284,0.15536,0.0543337
108.6,0.723418,0.350471,0.667744,0.252688,0.182715,0.063949,0.167853,0.0588327,0.232828,0.155345,0.0543279
108.7,0.723387,0.350466,0.667714,0.252673,0.182696,0.0639415,0.167837,0.0588263,0.232816,0.155331,0.0543222
108.8,0.723356,0.350461,0.667684,0.252659,0.182678,0.0639341,0.167822,0.0588199,0.232804,0.155316,0.0543165
108.9,0.723325,0.350456,0.667655,0.252644,0.182659,0.0639266,0.167806,0.0588135,0.232792,0.155301,0.0543107
109,0.723295,0.350451,0.667625,0.252629,0.182641,0.0639192,0.16779,0.0588072,0.23278,0.155286,0.054305
109.1,0.723264,0.350446,0.667595,0.252614,0.182622,0.0639118,0.167774,0.0588008,0.232768,0.155272,0.0542993
109.2,0.723233,0.350442,0.667566,0.2526,0.182603,0.0639044,0.167759,0.0587944,0.232756,0.155257,0.0542935
109.3,0.723202,0.350437,0.667536,0.252585,0.182585,0.0638969,0.167743,0.058788,0.232744,0.155242,0.0542878
109.4,0.723171,0.350432,0.667506,0.25257,0.182566,0.0638895,0.167727,0.0587816,0.232732,0.155228,0.0542821
109.5,0.723141,0.350427,0.667477,0.252555,0.182548,0.0638821,0.167712,0.0587753,0.23272,0.155213,0.0542764
109.6,0.72311,0.350422,0.667447,0.252541,0.182529,0.0638747,0.167696,0.0587689,0.232709,0.155198,0.0542706
109.7,0.723079,0.350418,0.667418,0.252526,0.182511,0.0638673,0.16768,0.0587625,0.232697,0.155183,0.0542649
109.8,0.723048,0.350413,0.667388,0.252511,0.182492,0.0638599,0.167664,0.0587561,0.232685,0.155169,0.0542592
109.9,0.723017,0.350408,0.667359,0.252497,0.182474,0.0638525,0.167649,0.0587497,0.232673,0.155154,0.0542534
110,0.722986,0.350403,0.667329,0.252482,0.182455,0.0638451,0.167633,0.0587434,0.232661,0.155139,0.0542477
110.1,0.722956,0.350399,0.6673,0.252467,0.182437,0.0638377,0.167617,0.058737,0.232649,0.155125,0.0542419
110.2,0.722925,0.350394,0.66727,0.252452,0.182418,0.0638303,0.167601,0.0587306,0.232636,0.15511,0.0542362
110.3,0.722894,0.350389,0.667241,0.252438,0.1824,0.0638229,0.167586,0.0587242,0.232624,0.155095,0.0542305
110.4,0.722863,0.350384,0.667211,0.252423,0.182382,0.0638155,0.16757,0.0587178,0.232612,0.155081,0.0542247
110.5,0.722832,0.350379,0.667182,0.252408,0.182363,0.0638081,0.167554,0.0587114,0.2326,0.155066,0.054219
110.6,0.722801,0.350375,0.667152,0.252394,0.182345,0.0638008,0.167538,0.0587051,0.232588,0.155051,0.0542133
110.7,0.72277,0.35037,0.667123,0.252379,0.182326,0.0637934,0.167522,0.0586987,0.232576,0.155036,0.0542075
110.8,0.72274,0.350365,0.667094,0.252364,0.182308,0.063786,0.167507,0.0586923,0.232564,0.155022,0.0542018
